nkill,nwound,year,month,nattack,day,country,idate
8,5,2014,11,16,1,LBY,2014/11/1
13,0,2014,12,9,1,LBY,2014/12/1
0,0,2012,7,1,1,LBY,2012/7/1
0,0,2013,4,1,1,LBY,2013/4/1
0,0,2013,12,1,1,LBY,2013/12/1
0,0,2014,2,3,1,LBY,2014/2/1
0,0,2014,4,1,1,LBY,2014/4/1
0,0,2014,6,1,1,LBY,2014/6/1
0,0,2014,8,2,1,LBY,2014/8/1
0,0,2014,9,2,1,LBY,2014/9/1
0,0,2014,10,3,1,LBY,2014/10/1
0,0,2014,11,4,1,LBY,2014/11/1
0,,2014,12,1,1,LBY,2014/12/1
0,0,2007,3,1,1,LBY,2007/3/1
0,0,2008,8,1,1,LBY,2008/8/1
2,,2013,10,1,1,LBY,2013/10/1
0,0,2013,11,1,1,LBY,2013/11/1
0,1,2014,3,1,1,LBY,2014/3/1
0,,2014,10,1,1,LBY,2014/10/1
3,0,2014,11,1,1,LBY,2014/11/1
0,0,2014,10,1,1,LBY,2014/10/1
0,0,1992,4,1,1,LBY,1992/4/1
0,,2012,6,1,1,LBY,2012/6/1
1,0,2012,7,1,1,LBY,2012/7/1
0,0,2012,8,1,1,LBY,2012/8/1
6,2,2012,9,1,1,LBY,2012/9/1
0,,2013,2,1,1,LBY,2013/2/1
0,0,2013,4,1,1,LBY,2013/4/1
5,8,2013,6,7,1,LBY,2013/6/1
0,1,2013,7,1,1,LBY,2013/7/1
1,0,2013,9,3,1,LBY,2013/9/1
0,,2013,10,1,1,LBY,2013/10/1
0,1,2013,11,1,1,LBY,2013/11/1
0,1,2013,12,3,1,LBY,2013/12/1
1,0,2014,1,2,1,LBY,2014/1/1
0,0,2014,2,2,1,LBY,2014/2/1
1,2,2014,3,2,1,LBY,2014/3/1
0,,2014,4,2,1,LBY,2014/4/1
75,142,2014,5,8,1,LBY,2014/5/1
1,0,2014,6,5,1,LBY,2014/6/1
10,29,2014,7,15,1,LBY,2014/7/1
1,1,2014,8,9,1,LBY,2014/8/1
9,0,2014,9,17,1,LBY,2014/9/1
2,0,2014,10,9,1,LBY,2014/10/1
6,1,2014,11,8,1,LBY,2014/11/1
21,0,2014,12,8,1,LBY,2014/12/1
0,0,2012,8,1,1,LBY,2012/8/1
0,0,2014,6,1,1,LBY,2014/6/1
0,0,1995,7,1,1,LTU,1995/7/1
0,0,1995,11,1,1,LTU,1995/11/1
0,0,1996,6,1,1,LTU,1996/6/1
0,0,1996,9,1,1,LTU,1996/9/1
1,0,1997,5,1,1,LTU,1997/5/1
0,0,1992,5,1,1,LTU,1992/5/1
0,1,1996,5,1,1,LTU,1996/5/1
0,0,1994,4,3,1,,1994/4/1
0,0,1995,12,1,1,CHN,1995/12/1
0,0,1996,3,1,1,CHN,1996/3/1
0,14,1996,4,3,1,CHN,1996/4/1
0,0,1996,6,2,1,CHN,1996/6/1
0,0,1996,8,1,1,CHN,1996/8/1
0,0,1996,11,1,1,CHN,1996/11/1
0,0,1997,7,3,1,CHN,1997/7/1
0,0,1997,12,1,1,CHN,1997/12/1
0,0,1998,5,1,1,CHN,1998/5/1
0,15,1998,9,1,1,CHN,1998/9/1
0,1,1996,11,1,1,CHN,1996/11/1
0,1,1997,2,1,1,CHN,1997/2/1
1,2,1997,4,3,1,CHN,1997/4/1
0,3,1997,7,1,1,CHN,1997/7/1
0,0,1997,9,1,1,CHN,1997/9/1
0,0,1997,2,4,1,CHN,1997/2/1
0,0,1997,7,1,1,CHN,1997/7/1
0,0,1998,5,4,1,CHN,1998/5/1
0,2,1996,3,1,1,CHN,1996/3/1
0,8,1997,7,1,1,CHN,1997/7/1
0,0,1994,4,1,1,MKD,1994/4/1
1,6,1995,10,1,1,MKD,1995/10/1
0,0,1997,12,2,1,MKD,1997/12/1
0,,1998,1,2,1,MKD,1998/1/1
0,0,1998,7,3,1,MKD,1998/7/1
0,0,1999,4,1,1,MKD,1999/4/1
0,0,1999,6,1,1,MKD,1999/6/1
0,0,1999,10,1,1,MKD,1999/10/1
0,0,2000,1,1,1,MKD,2000/1/1
0,0,2000,2,1,1,MKD,2000/2/1
1,3,2001,1,2,1,MKD,2001/1/1
0,4,2001,3,1,1,MKD,2001/3/1
1,0,2001,5,2,1,MKD,2001/5/1
2,5,2001,8,13,1,MKD,2001/8/1
0,0,2001,10,1,1,MKD,2001/10/1
0,0,2001,11,2,1,MKD,2001/11/1
1,1,2002,2,1,1,MKD,2002/2/1
0,2,2002,8,2,1,MKD,2002/8/1
0,,2003,2,1,1,MKD,2003/2/1
0,0,2003,5,1,1,MKD,2003/5/1
0,1,2003,6,2,1,MKD,2003/6/1
0,0,2006,2,1,1,MKD,2006/2/1
0,0,2006,7,2,1,MKD,2006/7/1
0,0,2008,4,1,1,MKD,2008/4/1
0,0,2008,6,1,1,MKD,2008/6/1
0,0,2008,12,1,1,MKD,2008/12/1
0,5,2014,2,2,1,MKD,2014/2/1
0,0,2014,10,1,1,MKD,2014/10/1
3,0,2000,1,1,1,MKD,2000/1/1
2,0,2001,3,1,1,MKD,2001/3/1
3,2,2001,5,3,1,MKD,2001/5/1
0,0,2001,6,1,1,MKD,2001/6/1
1,0,2001,7,1,1,MKD,2001/7/1
13,2,2001,8,19,1,MKD,2001/8/1
0,0,2001,9,1,1,MKD,2001/9/1
3,2,2001,11,4,1,MKD,2001/11/1
0,0,2001,12,1,1,MKD,2001/12/1
0,0,2002,1,1,1,MKD,2002/1/1
2,1,2002,8,3,1,MKD,2002/8/1
0,0,2003,1,1,1,MKD,2003/1/1
0,1,2007,8,1,1,MKD,2007/8/1
1,2,2008,1,1,1,MKD,2008/1/1
1,9,2008,6,3,1,MKD,2008/6/1
5,0,2012,4,1,1,MKD,2012/4/1
0,0,2001,8,2,1,MKD,2001/8/1
0,0,2001,9,1,1,MKD,2001/9/1
0,0,2002,8,1,1,MKD,2002/8/1
0,0,2008,4,1,1,MKD,2008/4/1
0,0,2008,6,1,1,MKD,2008/6/1
0,1,2009,3,1,1,MKD,2009/3/1
0,0,2001,8,1,1,MKD,2001/8/1
8,6,2001,4,1,1,MKD,2001/4/1
0,0,2001,7,5,1,MKD,2001/7/1
1,5,2001,8,5,1,MKD,2001/8/1
8,40,1992,3,1,1,MDG,1992/3/1
0,3,1992,1,1,1,MDG,1992/1/1
0,0,1992,9,1,1,MDG,1992/9/1
0,0,2002,5,1,1,MDG,2002/5/1
0,0,2002,6,3,1,MDG,2002/6/1
0,0,2006,8,1,1,MDG,2006/8/1
0,0,2011,3,1,1,MDG,2011/3/1
0,3,2012,8,1,1,MDG,2012/8/1
0,0,2013,9,1,1,MDG,2013/9/1
1,31,2014,1,1,1,MDG,2014/1/1
0,0,1992,8,1,1,MDG,1992/8/1
0,0,1992,9,1,1,MDG,1992/9/1
0,0,1995,6,1,1,MDG,1995/6/1
0,0,2002,5,1,1,MDG,2002/5/1
2,0,2009,7,1,1,MDG,2009/7/1
0,0,2013,10,1,1,MDG,2013/10/1
0,1,1997,4,1,1,MDG,1997/4/1
8,15,1992,10,1,1,MDG,1992/10/1
4,0,1995,6,2,1,MDG,1995/6/1
1,1,1996,10,2,1,MDG,1996/10/1
0,0,1992,3,1,1,MDG,1992/3/1
1,0,2002,8,1,1,MWI,2002/8/1
30,0,1992,5,2,1,MWI,1992/5/1
2,0,1992,11,1,1,MWI,1992/11/1
0,0,2000,7,1,1,MYS,2000/7/1
0,0,2008,5,1,1,MYS,2008/5/1
0,0,2008,10,1,1,MYS,2008/10/1
0,0,2013,1,1,1,MYS,2013/1/1
0,1,2013,4,2,1,MYS,2013/4/1
0,0,2013,5,2,1,MYS,2013/5/1
1,0,2013,6,1,1,MYS,2013/6/1
0,0,2014,2,1,1,MYS,2014/2/1
0,0,2014,3,1,1,MYS,2014/3/1
0,0,2000,4,1,1,MYS,2000/4/1
2,0,2000,7,1,1,MYS,2000/7/1
0,2,2001,2,1,1,MYS,2001/2/1
1,0,2012,11,1,1,MYS,2012/11/1
1,0,2013,11,1,1,MYS,2013/11/1
0,0,2014,2,1,1,MYS,2014/2/1
0,0,2014,4,1,1,MYS,2014/4/1
0,0,2014,5,1,1,MYS,2014/5/1
0,,2014,6,1,1,MYS,2014/6/1
1,0,2014,7,1,1,MYS,2014/7/1
0,2,2014,10,1,1,MYS,2014/10/1
0,0,1992,10,1,1,MYS,1992/10/1
0,0,2013,4,6,1,MYS,2013/4/1
0,0,2014,1,1,1,MYS,2014/1/1
0,0,2014,8,1,1,MYS,2014/8/1
0,0,2014,10,1,1,MYS,2014/10/1
0,1,2009,4,1,1,MYS,2009/4/1
1,1,2012,7,1,1,MYS,2012/7/1
0,0,1992,4,1,1,MYS,1992/4/1
0,2,2014,5,1,1,MYS,2014/5/1
0,12,2007,9,1,1,,2007/9/1
0,2,2013,10,1,1,,2013/10/1
0,0,2013,11,2,1,,2013/11/1
0,0,2014,3,4,1,,2014/3/1
0,0,2014,9,2,1,,2014/9/1
0,1,2006,4,1,1,,2006/4/1
0,0,2008,1,1,1,,2008/1/1
0,,2014,8,1,1,,2014/8/1
0,0,2014,9,1,1,,2014/9/1
0,0,2014,9,1,1,,2014/9/1
2,6,1995,1,1,1,MLI,1995/1/1
10,,2007,8,1,1,MLI,2007/8/1
8,0,2008,3,2,1,MLI,2008/3/1
0,5,2008,4,1,1,MLI,2008/4/1
3,0,2011,6,1,1,MLI,2011/6/1
4,5,2013,1,2,1,MLI,2013/1/1
15,3,2013,2,9,1,MLI,2013/2/1
31,3,2013,3,4,1,MLI,2013/3/1
5,6,2013,4,2,1,MLI,2013/4/1
11,6,2013,5,4,1,MLI,2013/5/1
1,1,2013,6,1,1,MLI,2013/6/1
4,8,2013,9,2,1,MLI,2013/9/1
7,14,2013,10,7,1,MLI,2013/10/1
4,11,2013,11,4,1,MLI,2013/11/1
4,6,2013,12,3,1,MLI,2013/12/1
0,8,2014,1,2,1,MLI,2014/1/1
0,2,2014,2,4,1,MLI,2014/2/1
0,5,2014,3,2,1,MLI,2014/3/1
0,2,2014,4,4,1,MLI,2014/4/1
3,3,2014,5,4,1,MLI,2014/5/1
6,16,2014,6,2,1,MLI,2014/6/1
2,8,2014,7,3,1,MLI,2014/7/1
3,19,2014,8,6,1,MLI,2014/8/1
13,30,2014,9,7,1,MLI,2014/9/1
10,5,2014,10,3,1,MLI,2014/10/1
5,13,2014,11,6,1,MLI,2014/11/1
0,6,2014,12,4,1,MLI,2014/12/1
5,0,1992,7,3,1,MLI,1992/7/1
30,0,1994,6,2,1,MLI,1994/6/1
0,13,1994,8,1,1,MLI,1994/8/1
0,,2005,7,1,1,MLI,2005/7/1
10,0,2007,5,1,1,MLI,2007/5/1
0,,2007,8,2,1,MLI,2007/8/1
0,0,2007,9,1,1,MLI,2007/9/1
33,31,2008,5,3,1,MLI,2008/5/1
0,2,2008,7,1,1,MLI,2008/7/1
14,15,2008,12,1,1,MLI,2008/12/1
1,0,2009,6,2,1,MLI,2009/6/1
0,0,2009,11,1,1,MLI,2009/11/1
2,0,2011,11,2,1,MLI,2011/11/1
1,40,2012,3,1,1,MLI,2012/3/1
2,0,2012,4,2,1,MLI,2012/4/1
0,3,2012,6,2,1,MLI,2012/6/1
0,1,2012,7,2,1,MLI,2012/7/1
0,0,2012,9,1,1,MLI,2012/9/1
0,,2012,11,1,1,MLI,2012/11/1
5,10,2013,2,1,1,MLI,2013/2/1
16,7,2013,3,3,1,MLI,2013/3/1
2,3,2013,5,2,1,MLI,2013/5/1
0,0,2013,7,1,1,MLI,2013/7/1
0,3,2013,9,1,1,MLI,2013/9/1
0,1,2013,11,2,1,MLI,2013/11/1
30,5,2014,2,2,1,MLI,2014/2/1
45,91,2014,5,2,1,MLI,2014/5/1
1,0,2014,6,1,1,MLI,2014/6/1
0,0,2014,8,1,1,MLI,2014/8/1
1,0,2014,9,2,1,MLI,2014/9/1
4,6,2014,11,6,1,MLI,2014/11/1
0,0,2014,12,4,1,MLI,2014/12/1
0,0,1997,5,1,1,MLI,1997/5/1
0,2,2011,1,1,1,MLI,2011/1/1
0,0,2012,5,1,1,MLI,2012/5/1
4,40,2013,7,2,1,MLI,2013/7/1
0,7,1994,7,1,1,MLI,1994/7/1
0,1,2012,4,1,1,MLI,2012/4/1
2,0,2013,11,1,1,MLI,2013/11/1
2,0,2012,7,1,1,MLI,2012/7/1
0,0,1994,5,1,1,MLI,1994/5/1
60,0,1994,7,2,1,MLI,1994/7/1
32,24,1994,10,4,1,MLI,1994/10/1
9,2,1994,11,2,1,MLI,1994/11/1
0,3,1997,4,2,1,MLI,1997/4/1
0,,2008,3,1,1,MLI,2008/3/1
1,0,2009,1,2,1,MLI,2009/1/1
28,0,2009,7,1,1,MLI,2009/7/1
1,0,2010,8,1,1,MLI,2010/8/1
0,,2012,3,1,1,MLI,2012/3/1
0,0,2012,4,1,1,MLI,2012/4/1
0,,2013,1,1,1,MLI,2013/1/1
16,6,2013,2,2,1,MLI,2013/2/1
1,0,2013,7,1,1,MLI,2013/7/1
3,5,2013,11,2,1,MLI,2013/11/1
2,,2013,12,1,1,MLI,2013/12/1
0,2,2014,2,1,1,MLI,2014/2/1
0,0,2014,10,2,1,MLI,2014/10/1
1,0,1992,3,1,1,,1992/3/1
0,0,2014,11,1,1,,2014/11/1
0,0,1997,6,1,1,,1997/6/1
1,1,1995,10,2,1,,1995/10/1
0,0,1992,3,1,1,,1992/3/1
1,3,2009,8,1,1,MRT,2009/8/1
1,0,2010,8,1,1,MRT,2010/8/1
0,0,2011,2,1,1,MRT,2011/2/1
0,0,1996,8,1,1,MRT,1996/8/1
0,0,2004,10,1,1,MRT,2004/10/1
23,20,2005,6,1,1,MRT,2005/6/1
0,,2008,1,1,1,MRT,2008/1/1
1,0,2009,6,1,1,MRT,2009/6/1
0,1,2009,11,1,1,MRT,2009/11/1
0,0,2009,12,1,1,MRT,2009/12/1
1,0,2011,2,1,1,MRT,2011/2/1
0,4,2011,7,1,1,MRT,2011/7/1
12,0,2008,9,1,1,MRT,2008/9/1
0,,2009,2,1,1,MRT,2009/2/1
0,1,1997,3,1,1,MEX,1997/3/1
0,0,1992,3,1,1,MEX,1992/3/1
0,5,1994,1,7,1,MEX,1994/1/1
5,12,1994,6,1,1,MEX,1994/6/1
0,0,1994,11,1,1,MEX,1994/11/1
0,3,1996,9,4,1,MEX,1996/9/1
0,2,2001,8,3,1,MEX,2001/8/1
0,0,2001,9,1,1,MEX,2001/9/1
1,30,2006,4,1,1,MEX,2006/4/1
0,1,2006,8,1,1,MEX,2006/8/1
0,0,2006,11,1,1,MEX,2006/11/1
0,0,2007,7,1,1,MEX,2007/7/1
3,3,2008,2,2,1,MEX,2008/2/1
8,101,2008,9,1,1,MEX,2008/9/1
0,0,2008,10,1,1,MEX,2008/10/1
0,0,2010,5,1,1,MEX,2010/5/1
0,0,2010,11,1,1,MEX,2010/11/1
0,0,2010,12,1,1,MEX,2010/12/1
0,0,2011,6,1,1,MEX,2011/6/1
0,1,2011,12,1,1,MEX,2011/12/1
0,5,2012,3,2,1,MEX,2012/3/1
0,0.5,2012,4,1,1,MEX,2012/4/1
0,0,2012,5,1,1,MEX,2012/5/1
0,0,2012,6,1,1,MEX,2012/6/1
0,0,2012,11,1,1,MEX,2012/11/1
0,0,2013,4,1,1,MEX,2013/4/1
0,0,2010,5,1,1,MEX,2010/5/1
1,2,1992,1,1,1,MEX,1992/1/1
4,0,1992,9,1,1,MEX,1992/9/1
1,0,1992,11,1,1,MEX,1992/11/1
57,0,1994,1,7,1,MEX,1994/1/1
1,0,1994,2,1,1,MEX,1994/2/1
1,0,1994,3,2,1,MEX,1994/3/1
12,0,1994,4,4,1,MEX,1994/4/1
1,0,1994,5,2,1,MEX,1994/5/1
0,0,1994,6,2,1,MEX,1994/6/1
5,1,1994,9,3,1,MEX,1994/9/1
1,0,1994,10,1,1,MEX,1994/10/1
18,6,1995,1,3,1,MEX,1995/1/1
0,0,1995,2,1,1,MEX,1995/2/1
4,4,1995,3,1,1,MEX,1995/3/1
5,9,1995,4,2,1,MEX,1995/4/1
1,0,1995,5,2,1,MEX,1995/5/1
1,0,1995,6,1,1,MEX,1995/6/1
10,1,1995,7,3,1,MEX,1995/7/1
11,3,1995,9,2,1,MEX,1995/9/1
0,1,1995,10,1,1,MEX,1995/10/1
8,0,1995,11,1,1,MEX,1995/11/1
7,3,1996,1,3,1,MEX,1996/1/1
4,0,1996,2,1,1,MEX,1996/2/1
7,40,1996,3,3,1,MEX,1996/3/1
1,0,1996,4,2,1,MEX,1996/4/1
2,0,1996,5,2,1,MEX,1996/5/1
1,0,1996,6,1,1,MEX,1996/6/1
19,13,1996,7,10,1,MEX,1996/7/1
25,37,1996,8,12,1,MEX,1996/8/1
2,8,1996,9,6,1,MEX,1996/9/1
6,2,1996,10,3,1,MEX,1996/10/1
6,17,1996,11,2,1,MEX,1996/11/1
6,1,1996,12,4,1,MEX,1996/12/1
13,0,1997,1,4,1,MEX,1997/1/1
3,0,1997,2,4,1,MEX,1997/2/1
6,0,1997,3,4,1,MEX,1997/3/1
3,0,1997,4,2,1,MEX,1997/4/1
6,2,1997,5,3,1,MEX,1997/5/1
10,1,1997,6,4,1,MEX,1997/6/1
6,0,1997,7,4,1,MEX,1997/7/1
5,2,1997,8,2,1,MEX,1997/8/1
2,0,1997,9,2,1,MEX,1997/9/1
8,3,1997,10,5,1,MEX,1997/10/1
103,5,1997,11,15,1,MEX,1997/11/1
55,20,1997,12,13,1,MEX,1997/12/1
3,3,1998,6,1,1,MEX,1998/6/1
0,2,1998,7,1,1,MEX,1998/7/1
0,2,1999,9,1,1,MEX,1999/9/1
4,0,2000,2,1,1,MEX,2000/2/1
0,3,2000,7,1,1,MEX,2000/7/1
1,0,2000,11,1,1,MEX,2000/11/1
12,3,2001,2,1,1,MEX,2001/2/1
1,0,2001,10,1,1,MEX,2001/10/1
2,1,2003,1,1,1,MEX,2003/1/1
0,3,2004,3,1,1,MEX,2004/3/1
2,0,2005,7,1,1,MEX,2005/7/1
6,3,2006,4,3,1,MEX,2006/4/1
1,0,2007,1,1,1,MEX,2007/1/1
8,1,2007,2,3,1,MEX,2007/2/1
11,,2007,3,2,1,MEX,2007/3/1
1,3,2007,7,1,1,MEX,2007/7/1
4,2,2007,8,1,1,MEX,2007/8/1
7,,2008,1,1,1,MEX,2008/1/1
0,0,2008,7,1,1,MEX,2008/7/1
1,0,2008,8,1,1,MEX,2008/8/1
2,3,2009,6,1,1,MEX,2009/6/1
1,0,2012,1,1,1,MEX,2012/1/1
7,0,2012,3,1,1,MEX,2012/3/1
0,0.5,2012,4,1,1,MEX,2012/4/1
6,0,2012,5,3,1,MEX,2012/5/1
1,0,2012,6,1,1,MEX,2012/6/1
0,5,2013,2,1,1,MEX,2013/2/1
10,4,2013,3,5,1,MEX,2013/3/1
1,0,2014,2,1,1,MEX,2014/2/1
0,2,2014,9,1,1,MEX,2014/9/1
0,0,1992,11,2,1,MEX,1992/11/1
0,9,1994,3,1,1,MEX,1994/3/1
0,0,1995,3,1,1,MEX,1995/3/1
0,0,1995,7,1,1,MEX,1995/7/1
0,0,1995,10,1,1,MEX,1995/10/1
0,75,1996,6,5,1,MEX,1996/6/1
0,0,1996,8,3,1,MEX,1996/8/1
0,0,1996,11,1,1,MEX,1996/11/1
0,0,2001,6,1,1,MEX,2001/6/1
0,1,2012,5,1,1,MEX,2012/5/1
37,101,2013,1,1,1,MEX,2013/1/1
0,0,2014,1,1,1,MEX,2014/1/1
0,0,2014,5,1,1,MEX,2014/5/1
0,0,1994,5,1,1,MEX,1994/5/1
3,0,1994,11,1,1,MEX,1994/11/1
1,0,1994,12,1,1,MEX,1994/12/1
0,1,1996,2,1,1,MEX,1996/2/1
0,4,1997,4,3,1,MEX,1997/4/1
1,0,1997,10,1,1,MEX,1997/10/1
0,1,1997,11,1,1,MEX,1997/11/1
0,1,2012,5,1,1,MEX,2012/5/1
2,0,2012,6,1,1,MEX,2012/6/1
0,0,2007,9,1,1,MEX,2007/9/1
0,0,1994,4,3,1,MEX,1994/4/1
0,5,1994,10,2,1,MEX,1994/10/1
0,0,1994,11,1,1,MEX,1994/11/1
2,2,1995,1,1,1,MEX,1995/1/1
0,0,1995,2,5,1,MEX,1995/2/1
0,0,1995,4,1,1,MEX,1995/4/1
0,1,1995,5,1,1,MEX,1995/5/1
1,0,1995,10,1,1,MEX,1995/10/1
2,0,1996,2,2,1,MEX,1996/2/1
0,0,1996,4,1,1,MEX,1996/4/1
0,0,1996,6,1,1,MEX,1996/6/1
1,0,1996,7,1,1,MEX,1996/7/1
6,0,1996,8,2,1,MEX,1996/8/1
0,11,1996,10,2,1,MEX,1996/10/1
0,0,1996,11,2,1,MEX,1996/11/1
1,0,1996,12,1,1,MEX,1996/12/1
0,0,1997,1,2,1,MEX,1997/1/1
0,0,1997,2,2,1,MEX,1997/2/1
2,5,1997,3,2,1,MEX,1997/3/1
2,1,1997,6,2,1,MEX,1997/6/1
2,0,1997,7,11,1,MEX,1997/7/1
1,0,1997,8,2,1,MEX,1997/8/1
0,0,1997,9,2,1,MEX,1997/9/1
0,2,1997,11,2,1,MEX,1997/11/1
0,0,1997,12,1,1,MEX,1997/12/1
0,0,2000,8,1,1,MEX,2000/8/1
0,,2006,7,1,1,MEX,2006/7/1
2,0,2008,8,1,1,MEX,2008/8/1
0,0,2010,3,1,1,MEX,2010/3/1
0,0,2014,4,1,1,MEX,2014/4/1
1,0,1994,6,1,1,MEX,1994/6/1
1,0,1997,3,1,1,MEX,1997/3/1
0,0,1992,3,3,1,MDA,1992/3/1
1,4,1992,4,1,1,MDA,1992/4/1
2,23,1992,7,1,1,MDA,1992/7/1
1,0,1994,5,1,1,MDA,1994/5/1
0,0,1997,7,1,1,MDA,1997/7/1
0,0,2000,11,1,1,MDA,2000/11/1
2,10,2006,8,1,1,MDA,2006/8/1
0,39,2009,10,1,1,MDA,2009/10/1
0,0,2012,6,1,1,MDA,2012/6/1
0,0,1992,3,1,1,MDA,1992/3/1
5,0,1992,4,1,1,MDA,1992/4/1
2,12,1992,7,3,1,MDA,1992/7/1
0,0,1996,1,1,1,MDA,1996/1/1
0,0,1992,4,1,1,MDA,1992/4/1
0,0,1996,1,1,1,MDA,1996/1/1
1,0,2001,3,1,1,MNE,2001/3/1
0,0,2007,8,1,1,MNE,2007/8/1
0,0,2013,8,1,1,MNE,2013/8/1
0,0,2013,12,1,1,MNE,2013/12/1
0,1,1995,2,1,1,MAR,1995/2/1
45,100,2003,5,5,1,MAR,2003/5/1
2,4,2007,3,2,1,MAR,2007/3/1
5,22,2007,4,3,1,MAR,2007/4/1
1,,2007,8,1,1,MAR,2007/8/1
17,24,2011,4,1,1,MAR,2011/4/1
0,1,1996,6,1,1,MAR,1996/6/1
2,0,1992,4,1,1,MAR,1992/4/1
0,12,1996,3,1,1,MAR,1996/3/1
0,0,1994,2,1,1,MAR,1994/2/1
0,0,1994,9,1,1,MAR,1994/9/1
2,0,1995,7,1,1,MOZ,1995/7/1
6,3,2007,8,1,1,MOZ,2007/8/1
21,7,1992,1,3,1,MOZ,1992/1/1
0,0,1992,2,1,1,MOZ,1992/2/1
36,10,1992,3,2,1,MOZ,1992/3/1
56,27,1992,4,2,1,MOZ,1992/4/1
3,0,1992,5,3,1,MOZ,1992/5/1
5,0,1992,6,1,1,MOZ,1992/6/1
16,4,1992,7,1,1,MOZ,1992/7/1
15,12,1992,8,4,1,MOZ,1992/8/1
2,1,1992,10,1,1,MOZ,1992/10/1
0,,2000,1,1,1,MOZ,2000/1/1
1,1,2000,11,1,1,MOZ,2000/11/1
1,4,2012,3,1,1,MOZ,2012/3/1
7,10,2013,4,3,1,MOZ,2013/4/1
7,7,2013,6,2,1,MOZ,2013/6/1
11,10,2013,10,4,1,MOZ,2013/10/1
10,36,2013,11,5,1,MOZ,2013/11/1
1,7.5,2013,12,2,1,MOZ,2013/12/1
3,7.5,2014,1,2,1,MOZ,2014/1/1
0,5,2014,2,1,1,MOZ,2014/2/1
4,5,2014,3,1,1,MOZ,2014/3/1
0,1,2014,4,1,1,MOZ,2014/4/1
0,5,2014,5,3,1,MOZ,2014/5/1
8,30,2014,6,9,1,MOZ,2014/6/1
0,5,2013,10,1,1,MOZ,2013/10/1
0,1,1995,5,1,1,MOZ,1995/5/1
0,1,1999,6,1,1,MOZ,1999/6/1
0,1,2000,11,1,1,MOZ,2000/11/1
1,0,1992,5,1,1,MOZ,1992/5/1
0,0,1994,7,2,1,MOZ,1994/7/1
0,0,1994,8,1,1,MOZ,1994/8/1
13,0,1995,4,1,1,MOZ,1995/4/1
1,4,2013,10,1,1,MOZ,2013/10/1
7,,2014,4,1,1,MOZ,2014/4/1
0,7,2014,6,4,1,MOZ,2014/6/1
8,2,1992,2,1,1,MMR,1992/2/1
30,0,1992,4,1,1,MMR,1992/4/1
2,35,1992,11,1,1,MMR,1992/11/1
0,4,1994,8,1,1,MMR,1994/8/1
6,0,1994,10,1,1,MMR,1994/10/1
2,10,1995,3,1,1,MMR,1995/3/1
3,3,1995,4,5,1,MMR,1995/4/1
0,0,1995,5,1,1,MMR,1995/5/1
3,2,1995,7,1,1,MMR,1995/7/1
9,7,1996,5,1,1,MMR,1996/5/1
1,5,1996,6,2,1,MMR,1996/6/1
0,0,1996,7,1,1,MMR,1996/7/1
8,36,1996,12,2,1,MMR,1996/12/1
16,10,1997,4,2,1,MMR,1997/4/1
0,0,1997,5,1,1,MMR,1997/5/1
8,16,1999,6,1,1,MMR,1999/6/1
0,2,1999,8,1,1,MMR,1999/8/1
0,0,1999,9,1,1,MMR,1999/9/1
2,,1999,10,1,1,MMR,1999/10/1
1,,2001,6,1,1,MMR,2001/6/1
4,29,2002,4,1,1,MMR,2002/4/1
1,4,2002,5,3,1,MMR,2002/5/1
1,3,2003,3,2,1,MMR,2003/3/1
5,47,2003,5,6,1,MMR,2003/5/1
0,0,2004,6,1,1,MMR,2004/6/1
1,3,2004,12,1,1,MMR,2004/12/1
0,0,2005,1,1,1,MMR,2005/1/1
0,0,2005,3,1,1,MMR,2005/3/1
2,16,2005,4,2,1,MMR,2005/4/1
19,162,2005,5,3,1,MMR,2005/5/1
0,0,2005,10,1,1,MMR,2005/10/1
0,0,2006,2,1,1,MMR,2006/2/1
0,0,2006,3,1,1,MMR,2006/3/1
0,2,2007,4,1,1,MMR,2007/4/1
10,0,2007,6,1,1,MMR,2007/6/1
0,3,2007,10,1,1,MMR,2007/10/1
2,4,2008,1,3,1,MMR,2008/1/1
0,0,2008,2,1,1,MMR,2008/2/1
0,5,2008,4,3,1,MMR,2008/4/1
1,2,2008,7,4,1,MMR,2008/7/1
0,0,2008,8,2,1,MMR,2008/8/1
2,21,2008,9,5,1,MMR,2008/9/1
1,0,2008,10,1,1,MMR,2008/10/1
0,0,2009,2,1,1,MMR,2009/2/1
1,2,2009,3,3,1,MMR,2009/3/1
0,0,2009,5,3,1,MMR,2009/5/1
0,0,2009,9,3,1,MMR,2009/9/1
0,0,2009,10,1,1,MMR,2009/10/1
8,11,2009,12,1,1,MMR,2009/12/1
2,13,2010,2,5,1,MMR,2010/2/1
10,71,2010,4,4,1,MMR,2010/4/1
0,0,2010,9,1,1,MMR,2010/9/1
0,0,2011,11,2,1,MMR,2011/11/1
1,5,2012,3,4,1,MMR,2012/3/1
1,0,2012,4,1,1,MMR,2012/4/1
0,2,2012,5,5,1,MMR,2012/5/1
1,0,2012,6,2,1,MMR,2012/6/1
0,3,2012,12,2,1,MMR,2012/12/1
1,0,2013,1,1,1,MMR,2013/1/1
0,0,2013,2,1,1,MMR,2013/2/1
0,5,2013,7,1,1,MMR,2013/7/1
0,5,2013,8,1,1,MMR,2013/8/1
4,10,2013,10,11,1,MMR,2013/10/1
