iyear,imonth,iday,gname,nkill,nwound,longitude,latitude,country_txt,city,casualty
2013,3,7,Taliban,1,1,68.585049,34.110602,Afghanistan,Chak district,2
2013,3,8,Taliban,6,0,69.64944399999999,34.855556,Afghanistan,Tagab district,6
2013,3,9,Taliban,10,13,69.17170300000001,34.528455,Afghanistan,Kabul,23
2013,3,9,Taliban,6,0,65.05424599999999,31.623036,Afghanistan,Maywand district,6
2013,3,9,Taliban,0,0,70.573715,34.036444,Afghanistan,Shadal Bazaar,0
2013,3,10,Taliban,2,5,70.83444399999999,36.866667,Afghanistan,Jurm district,7
2013,3,10,Taliban,0,2,70.447372,34.433532,Afghanistan,Jalalabad,2
2013,3,11,Taliban,5,10,68.667803,34.472681,Afghanistan,Jalrez district,15
2013,3,11,Taliban,0,0,68.810885,34.963097999999995,Afghanistan,Unknown,0
2013,3,12,Taliban,0,0,64.685,31.793611,Afghanistan,Nahri Saraj district,0
2013,3,12,Taliban,7,1,64.837459,32.073475,Afghanistan,Sangin district,8
2013,3,12,Taliban,3,1,65.92303299999999,36.326190000000004,Afghanistan,Sari Pul district,4
2013,3,12,Taliban,1,2,65.42168199999999,31.506337,Afghanistan,Sperwan,3
2013,3,13,Taliban,0,0,63.982657999999994,31.363018,Afghanistan,Fateh Muhammad Manda,0
2013,3,13,Taliban,1,0,64.762073,32.384745,Afghanistan,Toghi,1
2013,3,14,Taliban,2,3,65.66585699999999,36.896969,Afghanistan,Unknown,5
2013,3,14,Taliban,2,0,68.420464,33.551708000000005,Afghanistan,Ghazni,2
2013,3,15,Taliban,2,0,68.420464,33.551708000000005,Afghanistan,Ghazni,2
2013,3,19,Taliban,2,0,69.918534,33.333149,Afghanistan,Khost,2
2013,3,19,Taliban,2,0,65.75738,33.022884999999995,Afghanistan,Shahidi Hassas district,2
2013,3,19,Taliban,2,3,62.136421,33.307049,Afghanistan,Shindand district,5
2013,3,19,Taliban,2,2,64.564087,31.823601,Afghanistan,Gereshk,4
2013,3,19,Taliban,0,3,68.648365,33.471866999999996,Afghanistan,Dih Yak district,3
2013,3,19,Taliban,10,11,62.733092000000006,32.690243,Afghanistan,Bala Buluk district,21
2013,3,20,Taliban,1,0,67.768307,33.495598,Afghanistan,Unknown,1
2013,3,20,Taliban,2,1,66.052122,30.244832000000002,Afghanistan,Shorabak district,3
2013,3,21,Taliban,3,0,69.525497,36.305719,Afghanistan,Unknown,3
2013,3,21,Taliban,5,0,63.485656000000006,34.857764,Afghanistan,Unknown,5
2013,3,21,Taliban,5,6,64.073424,31.543430999999998,Afghanistan,Shin Ghazak,11
2013,3,22,Taliban,1,0,68.102674,33.195173,Afghanistan,Qarabagh district,1
2013,3,22,Taliban,3,2,70.478894,34.788105,Afghanistan,Kundi Raji,5
2013,3,23,Taliban,4,2,66.225157,32.252297,Afghanistan,Zantu,6
2013,3,23,Taliban,2,0,65.000854,32.011862,Afghanistan,Sangin district,2
2013,3,24,Taliban,0,0,70.414374,37.058122,Afghanistan,Batash,0
2013,3,25,Taliban,1,1,63.488402,34.853256,Afghanistan,Unknown,2
2013,3,25,Taliban,2,1,64.24,31.64,Afghanistan,Nad Ali district,3
2013,3,25,Taliban,2,5,64.642761,35.899063,Afghanistan,Unknown,7
2013,3,26,Taliban,13,8,70.448059,34.433532,Afghanistan,Jalalabad,21
2013,3,26,Taliban,1,0,65.378105,35.975846999999995,Afghanistan,Darzab district,1
2013,3,26,Taliban,12,12,70.809921,37.103658,Afghanistan,Warduj district,24
2013,3,27,Taliban,1,0,70.838363,34.186246000000004,Afghanistan,Unknown,1
2013,3,27,Taliban,0,2,69.202352,34.524449,Afghanistan,Kabul,2
2013,3,27,Taliban,1,0,70.447029,34.432399,Afghanistan,Jalalabad,1
2013,3,27,Taliban,0,2,63.488402,34.847621000000004,Afghanistan,Qadis district,2
2013,3,28,Taliban,2,1,70.098846,34.810421000000005,Afghanistan,Alishing district,3
2013,3,28,Taliban,2,1,70.11778199999999,34.790405,Afghanistan,Alishing district,4
2013,3,28,Taliban,2,1,70.11778199999999,34.790405,Afghanistan,Alishing district,4
2013,3,28,Taliban,1,5,65.784839,36.533157,Afghanistan,Afghan Tapa,6
2013,3,29,Taliban,1,0,62.21908199999999,33.240482,Afghanistan,Bakhtabad,1
2013,3,30,Taliban,11,0,68.420521,33.551767,Afghanistan,Ghazni,11
2013,3,31,Taliban,1,0,64.292107,35.684521000000004,Afghanistan,Khawaja Kainti,1
2013,4,1,Taliban,0,2,62.233212,34.95578,Afghanistan,Robat Sangi district,2
2013,4,2,Taliban,4,1,71.433611,34.984722,Afghanistan,Dobandi,5
2013,4,2,Taliban,6,0,68.48,32.668056,Afghanistan,Babukhel,6
2013,4,3,Taliban,53,95,62.11571899999999,32.374802,Afghanistan,Farah,148
2013,4,5,Taliban,1,3,70.478894,34.788105,Afghanistan,Alingar district,4
2013,4,6,Taliban,7,9,66.906944,32.106111,Afghanistan,Qalat,16
2013,4,4,Taliban,5,7,70.35194399999999,33.533611,Pakistan,Ali Zai,12
2013,4,8,Taliban,9,22,68.673302,33.910084000000005,Afghanistan,Salar,31
2013,4,9,Taliban,5,5,64.114227,31.517771000000003,Afghanistan,Marjah district,10
2013,4,9,Taliban,2,0,70.288453,34.074090000000005,Afghanistan,Gera Khel,2
2013,4,10,Taliban,4,0,65.76095,36.02114,Afghanistan,Sayyad district,4
2013,4,11,Taliban,1,0,64.76365899999999,35.598206,Afghanistan,Pashtun Kot district,1
2013,4,12,Taliban,13,1,71.52491500000001,35.21218,Afghanistan,Nari district,14
2013,4,12,Taliban,0,0,70.795845,34.27112,Afghanistan,Bati Kot district,0
2013,4,13,Taliban,0,0,70.5,34.4,Afghanistan,Jalalabad,0
2013,4,13,Taliban,0,2,63.294633,33.127848,Afghanistan,Pusht-e-Koh district,2
2013,4,14,Taliban,2,0,65.38071,36.102628,Afghanistan,Darzab district,2
2013,4,14,Taliban,6,0,67.189449,32.191878,Afghanistan,Naw Bahar district,6
2013,4,14,Taliban,0,2,62.136421,33.307049,Afghanistan,Shindand,2
2013,4,14,Taliban,3,1,68.763192,33.468564,Afghanistan,Dih Yak,4
2013,4,15,Taliban,7,4,66.97560899999999,32.090779,Afghanistan,Qalat,11
2013,4,15,Taliban,6,4,68.616341,33.844273,Afghanistan,Haft Asiab,10
2013,4,15,Taliban,4,0,68.420464,33.551708000000005,Afghanistan,Unknown,4
2013,4,15,Taliban,1,0,68.572411,34.031203000000005,Afghanistan,Lalakhel,1
2013,4,16,Taliban,4,0,65.658874,36.897194,Afghanistan,Unknown,4
2013,4,16,Taliban,0,0,65.568924,36.957574,Afghanistan,Khwaja Du Koh district,0
2013,4,16,Taliban,4,1,71.215725,34.801682,Afghanistan,Sarkani district,5
2013,4,17,Taliban,7,4,62.120962,33.184973,Afghanistan,Aliabad,11
2013,4,17,Taliban,4,1,70.216684,34.696884999999995,Afghanistan,Mihtarlam district,5
2013,4,18,Taliban,4,0,64.549313,31.816896999999997,Afghanistan,Nahri Saraj district,4
2013,4,18,Taliban,1,0,69.872003,33.306429,Afghanistan,Mando Zayi district,1
2013,4,19,Taliban,13,0,68.445154,33.320918,Afghanistan,Andar district,13
2013,4,19,Taliban,1,7,64.854248,32.075593,Afghanistan,Sangin district,8
2013,4,19,Taliban,3,0,70.86572199999999,36.997069,Afghanistan,Warduj district,3
2013,4,20,Taliban,3,4,61.608152000000004,35.211966,Afghanistan,Gulran district,7
2013,4,21,Taliban,6,1,68.761261,33.467535,Afghanistan,Dih Yak district,7
2013,4,21,Taliban,4,7,69.786664,33.666828,Afghanistan,Jani Khel,11
2013,4,21,Taliban,0,0,69.812089,34.164737,Afghanistan,Azra district,0
2013,4,21,Taliban,15,0,64.018536,35.598973,Afghanistan,Khawaja Kainti,15
2013,4,22,Taliban,0,0,65.064415,31.632628999999998,Afghanistan,Maywand district,0
2013,4,22,Taliban,4,0,63.791685,30.548070000000003,Afghanistan,Khannesin district,4
2013,4,22,Taliban,0,1,68.783287,33.172905,Afghanistan,Sharana,1
2013,4,23,Taliban,4,1,67.042324,31.572685999999997,Afghanistan,Maruf district,5
2013,4,23,Taliban,4,0,64.777343,35.946883,Afghanistan,Maymana district,4
2013,4,23,Taliban,0,0,65.699905,31.61158,Afghanistan,Unknown,0
2013,4,23,Taliban,3,1,70.143371,34.689686,Afghanistan,Unknown,4
2013,4,23,Taliban,1,0,70.196239,34.656457,Afghanistan,Gulkari,1
2013,4,23,Taliban,0,0,63.019895999999996,31.660395,Afghanistan,Khash Rod district,0
2013,4,23,Taliban,0,0,63.017148999999996,31.658057,Afghanistan,Khash Rod district,0
2013,4,23,Taliban,0,0,63.017148999999996,31.658057,Afghanistan,Khash Rod district,0
2013,4,25,Taliban,6,0,69.179698,37.035818,Afghanistan,Dashti Archi district,6
2013,4,25,Taliban,0,0,61.197227000000005,34.67557,Afghanistan,Koshan district,0
2013,4,26,Taliban,1,0,62.478878,32.643856,Afghanistan,Bala Buluk district,1
2013,4,26,Taliban,1,0,70.627928,34.168636,Afghanistan,Haska Mena district,1
2013,4,26,Taliban,2,1,69.224411,33.598178000000004,Afghanistan,Gardez,3
2013,4,27,Taliban,1,0,70.62518100000001,34.170908000000004,Afghanistan,Haska Mena district,1
2013,4,27,Taliban,1,2,66.433719,30.963994,Afghanistan,Wesh,3
2013,4,27,Taliban,3,6,65.93392,36.216578999999996,Afghanistan,Sari Pul,9
2013,4,27,Taliban,0,0,65.961699,36.279707,Afghanistan,Sari Pul district,0
2013,4,27,Taliban,1,0,66.522002,35.8501,Afghanistan,Sangcharak district,1
2013,4,27,Taliban,0,0,66.47531,36.13122,Afghanistan,Sozma Qala district,0
2013,4,28,Taliban,4,6,70.407547,34.328694,Afghanistan,Chaparhar district,10
2013,4,28,Taliban,3,2,67.7738,33.504759,Afghanistan,Unknown,5
2013,4,28,Taliban,5,1,63.387938,35.413677,Afghanistan,Morghab district,6
2013,4,28,Taliban,3,0,65.664425,36.901587,Afghanistan,Qush Tepa district,3
2013,4,28,Taliban,1,8,63.960685999999995,31.381778999999998,Afghanistan,Unknown,9
2013,4,28,Taliban,1,8,70.144529,34.694203,Afghanistan,Unknown,9
2013,4,30,Taliban,12,6,64.618607,31.766704999999998,Afghanistan,Nahri Saraj district,18
2013,4,30,Taliban,2,2,69.33448800000001,36.93233,Afghanistan,Archi district,4
2013,5,1,Taliban,3,4,64.564087,31.823601,Afghanistan,Gereshk,7
2013,5,1,Taliban,6,0,68.18070300000001,32.99165,Afghanistan,Ab Band district,6
2013,5,2,Taliban,8,0,69.18319699999999,34.066311999999996,Afghanistan,Mulla Abdallah,8
2013,5,2,Taliban,2,2,64.80789200000001,32.363723,Afghanistan,Musa Qala district,4
2013,5,4,Taliban,5,0,65.133333,31.733333000000002,Afghanistan,Maywand district,5
2013,5,4,Taliban,3,0,62.47976800000001,32.625149,Afghanistan,Bala Buluk district,3
2013,5,4,Taliban,1,6,68.883877,37.169072,Afghanistan,Imam Sahib district,7
2013,5,5,Taliban,1,0,65.700272,31.610879999999998,Afghanistan,Kandahar,1
2013,5,5,Taliban,4,5,62.11441,32.659576,Afghanistan,Korghan,9
2013,5,5,Taliban,0,0,62.11571899999999,32.374802,Afghanistan,Farah,0
2013,5,5,Taliban,0,0,62.11571899999999,32.374802,Afghanistan,Farah,0
2013,5,5,Taliban,0,0,62.11571899999999,32.374802,Afghanistan,Farah,0
2013,5,7,Taliban,2,3,69.11166700000001,36.606111,Afghanistan,Khanabad district,5
2013,5,7,Taliban,0,11,64.287858,35.680098,Afghanistan,Qaysar district,11
2013,5,7,Taliban,5,4,62.732388,32.689845,Afghanistan,Bala Buluk district,9
2013,5,8,Taliban,3,5,64.54598100000001,31.72737,Afghanistan,Nahri Saraj district,8
2013,5,8,Taliban,11,0,65.000854,31.499713,Afghanistan,Maywand district,11
2013,5,9,Taliban,0,0,70.574089,34.035533,Afghanistan,Achin district,0
2013,5,8,Taliban,1,3,68.420828,33.550623,Afghanistan,Ghazni,4
2013,5,10,Taliban,3,4,69.702709,34.842267,Afghanistan,Tagab district,7
2013,5,11,Taliban,1,1,71.216143,34.801713,Afghanistan,Sirkanay district,2
2013,5,11,Taliban,1,0,70.902557,35.377854,Afghanistan,Unknown,1
2013,5,11,Taliban,1,0,68.996372,33.118288,Afghanistan,Sarhoza district,1
2013,5,11,Taliban,0,0,65.75738,33.022884999999995,Afghanistan,Shahidi Hassas district,0
2013,5,11,Taliban,0,0,65.75738,33.022884999999995,Afghanistan,Shahidi Hassas district,0
2013,5,11,Taliban,0,0,65.75738,33.022884999999995,Afghanistan,Shahidi Hassas district,0
2013,5,11,Taliban,0,0,65.75738,33.022884999999995,Afghanistan,Shahidi Hassas district,0
2013,5,11,Taliban,3,2,62.134438,33.321922,Afghanistan,Shindand,5
2013,5,12,Taliban,1,0,64.114227,31.517771000000003,Afghanistan,Marjah district,1
2013,5,13,Taliban,9,27,64.80789200000001,32.363723,Afghanistan,Musa Qala district,36
2013,5,13,Taliban,10,12,66.517975,31.577060999999997,Afghanistan,Arghistan district,22
2013,5,13,Taliban,4,0,65.713148,33.022482000000004,Afghanistan,Shahidi Hassas district,4
2013,5,13,Taliban,0,4,71.275542,34.928284000000005,Afghanistan,Marawara district,4
2013,5,14,Taliban,3,9,64.26974799999999,30.509551000000002,Afghanistan,Safa,12
2013,5,14,Taliban,3,1,64.114227,31.517771000000003,Afghanistan,Marjah district,4
2013,5,13,Taliban,2,3,69.835854,35.012564000000005,Afghanistan,Nijrab,5
2013,5,14,Taliban,0,150,67.116667,36.7,Afghanistan,Mazari Sharif,150
2013,5,14,Taliban,1,0,66.042742,32.849740000000004,Afghanistan,Chora district,1
2013,5,17,Taliban,1,0,62.11571899999999,32.374802,Afghanistan,Farah,1
2013,5,17,Taliban,2,2,69.941618,33.82294,Afghanistan,Dand Patan,4
2013,5,18,Taliban,1,3,68.645705,32.938674,Afghanistan,Yahya Khil district,4
2013,5,18,Taliban,5,1,66.14273100000001,32.925707,Afghanistan,Unknown,6
2013,5,18,Taliban,4,1,66.688328,32.937234000000004,Afghanistan,Khas Uruzgan,5
2013,5,19,Taliban,6,0,67.901573,32.899190999999995,Afghanistan,Muqur,6
2013,5,19,Taliban,0,4,67.901573,32.899190999999995,Afghanistan,Muqur,4
2013,5,19,Taliban,4,0,71.02449200000001,34.216997,Afghanistan,Muhmand Dara district,4
2013,5,20,Taliban,15,9,68.709326,35.948134,Afghanistan,Puli Khumri,24
2013,5,20,Taliban,6,0,64.989581,32.205465999999994,Afghanistan,Perzo,7
2013,5,20,Taliban,6,0,65.000854,32.011862,Afghanistan,Sangin district,7
2013,5,20,Taliban,6,0,64.861511,32.049116,Afghanistan,Sangin district,7
2013,5,20,Taliban,6,0,64.861511,32.049116,Afghanistan,Sangin district,7
2013,5,20,Taliban,6,0,64.861511,32.049116,Afghanistan,Sangin district,7
2013,5,21,Taliban,7,0,63.752880000000005,34.34013,Afghanistan,Chishti Sharif,7
2013,5,21,Taliban,4,3,69.87516,34.834875,Afghanistan,Dohama Hisa,7
2013,5,21,Taliban,4,1,62.7284,32.691399,Afghanistan,Bala Buluk district,5
2013,5,21,Taliban,2,5,65.706972,31.616258000000002,Afghanistan,Kandahar,7
2013,5,22,Taliban,5,1,70.192924,37.4138,Afghanistan,Shahri Buzurg district,6
2013,5,23,Taliban,4,0,64.80789200000001,32.363723,Afghanistan,Musa Qala district,4
2013,5,23,Taliban,7,7,71.1853,36.7613,Afghanistan,Warduj district,15
2013,5,23,Taliban,7,7,71.1853,36.7613,Afghanistan,Warduj district,15
2013,5,24,Taliban,10,14,69.17170300000001,34.528455,Afghanistan,Kabul,24
2013,5,24,Taliban,1,6,68.668277,35.731743,Afghanistan,Dahana-i-Ghuri district,7
2013,5,24,Taliban,12,13,68.572411,33.263079,Afghanistan,Andar district,25
2013,5,24,Taliban,3,0,68.572411,33.263079,Afghanistan,Andar district,3
2013,5,24,Taliban,0,0,71.1853,36.7613,Afghanistan,Warduj district,0
2013,5,24,Taliban,0,1,68.420828,33.550623,Afghanistan,Ghazni,1
2013,5,24,Taliban,2,3,70.461111,34.116944000000004,Afghanistan,Shpola Pul,5
2013,5,24,Taliban,3,3,70.73703499999999,35.126158000000004,Afghanistan,Wama district,6
2013,5,27,Taliban,1,4,62.732388,32.689845,Afghanistan,Kansak,5
2013,5,27,Taliban,7,1,66.517975,31.577060999999997,Afghanistan,Arghistan district,8
2013,5,27,Taliban,0,0,67.189449,32.191878,Afghanistan,Shahr-e Safa,0
2013,5,27,Taliban,0,0,69.259137,34.945614,Afghanistan,Bagram,0
2013,5,28,Taliban,3,7,65.66585699999999,36.896969,Afghanistan,Unknown,10
2013,5,29,Taliban,7,2,69.54926400000001,35.31711,Afghanistan,Bazarak,9
2013,5,29,Taliban,0,3,62.203056000000004,34.341944,Afghanistan,Herat,3
2013,5,29,Taliban,4,4,62.134438,33.321922,Afghanistan,Shindand,8
2013,5,30,Taliban,4,3,68.810885,36.630604999999996,Afghanistan,Chahar Dara district,7
2013,5,30,Taliban,3,1,68.400661,33.225567,Afghanistan,Rustam,4
2013,5,30,Taliban,3,1,68.421111,33.232778,Afghanistan,Gulo,4
2013,5,30,Taliban,3,1,68.44996,33.318264,Afghanistan,Andar,4
2013,5,30,Taliban,3,1,68.416111,33.326111,Afghanistan,Habib,4
2013,5,30,Taliban,1,3,62.724867,32.687931,Afghanistan,Bala Buluk district,4
2013,5,31,Taliban,3,11,64.628873,34.531703,Afghanistan,Du layna,14
2013,6,1,Taliban,2,4,63.42426999999999,32.164204999999995,Afghanistan,Delaram,6
2013,6,1,Taliban,3,3,69.920053,33.334445,Afghanistan,Daomanda,6
2013,6,1,Taliban,2,0,69.941634,33.821926,Afghanistan,Patan,2
2013,6,1,Taliban,0,2,71.334932,35.436394,Afghanistan,Kamdesh district,2
2013,6,1,Taliban,4,8,66.096147,32.878555,Afghanistan,Unknown,12
2013,6,2,Taliban,8,2,71.339417,35.409482000000004,Afghanistan,Kamdesh district,10
2013,6,2,Taliban,8,2,71.334932,35.436394,Afghanistan,Kamdesh district,10
2013,6,3,Taliban,14,15,69.832937,33.802183,Afghanistan,Chamkani,29
2013,6,3,Taliban,7,0,70.14558000000001,34.689769,Afghanistan,Hakim Abad,7
2013,6,4,Taliban,4,1,61.42258,31.890783000000003,Afghanistan,Lash Wa Juwayn district,5
2013,6,4,Taliban,3,0,64.833889,32.073333,Afghanistan,Sangin district,3
2013,6,4,Taliban,3,0,64.833889,32.073333,Afghanistan,Sangin district,3
2013,6,4,Taliban,4,0,64.305243,34.108305,Afghanistan,Shahrak,4
2013,6,6,Taliban,1,13,66.284319,36.254925,Afghanistan,Sari Pul,14
2013,6,8,Taliban,1,3,62.117059999999995,32.372415000000004,Afghanistan,Farah,4
2013,6,8,Taliban,1,0,70.87465300000001,36.676456,Afghanistan,Warduj district,1
2013,6,8,Taliban,4,0,67.925448,34.349672,Afghanistan,Behsud district,4
2013,6,8,Taliban,1,1,61.746286,34.339607,Afghanistan,Zendeh Jan,2
2013,6,10,Taliban,7,2,69.212508,34.583196,Afghanistan,Kabul,9
2013,6,10,Taliban,6,18,66.906543,32.105967,Afghanistan,Qalat,24
2013,6,9,Taliban,2,0,67.295278,31.707778,Afghanistan,Unknown,2
2013,6,10,Taliban,8,12,64.564219,31.848836,Afghanistan,Nahri Saraj district,20
2013,6,11,Taliban,15,40,69.176724,34.527663000000004,Afghanistan,Kabul,55
2013,6,11,Taliban,8,0,67.76159799999999,33.498228999999995,Afghanistan,Ghazni,8
2013,6,6,Taliban,8,9,64.454885,32.409386,Afghanistan,Nawzad district,17
2013,6,12,Taliban,2,6,64.833889,32.073333,Afghanistan,Sangin district,8
2013,6,12,Taliban,1,1,61.346697,35.423840000000006,Afghanistan,Karez Elyas,2
2013,6,12,Taliban,0,1,69.019532,33.999938,Afghanistan,Puli Alam,1
2013,6,12,Taliban,6,0,64.833889,32.073333,Afghanistan,Sangin district,6
2013,6,14,Taliban,8,0,70.125608,33.639041999999996,Afghanistan,Cholan,8
2013,6,14,Taliban,3,0,63.335418999999995,35.5938,Afghanistan,Morghab district,3
2013,6,15,Taliban,5,7,69.830807,33.637764000000004,Afghanistan,Jani Khel,12
2013,6,15,Taliban,0,3,71.152778,34.874167,Afghanistan,Asadabad,3
2013,6,15,Taliban,1,0,64.455013,32.422863,Afghanistan,Nawzad district,1
2013,6,16,Taliban,4,6,66.04594,32.850273,Afghanistan,Chora district,10
2013,6,17,Taliban,1,3,64.36869,31.585339,Afghanistan,Lashkar Gah,4
2013,6,17,Taliban,5,0,63.958611,31.363646999999997,Afghanistan,Unknown,5
2013,6,17,Taliban,1,0,69.192392,34.014552,Afghanistan,Unknown,1
2013,6,17,Taliban,1,0,65.94319,31.480971000000004,Afghanistan,Unknown,1
2013,6,17,Taliban,1,0,70.811995,36.734772,Afghanistan,Unknown,1
2013,6,17,Taliban,3,2,70.14558000000001,34.689769,Afghanistan,Unknown,5
2013,6,17,Taliban,1,0,68.810885,36.630604999999996,Afghanistan,Chahar Dara district,1
2013,6,18,Taliban,4,0,69.273331,34.944168,Afghanistan,Bagram,4
2013,6,19,Taliban,5,0,64.566477,31.825794000000002,Afghanistan,Gereshk,5
2013,6,19,Taliban,6,4,70.359876,34.406427,Afghanistan,Surkhrod,10
2013,6,20,Taliban,2,0,68.66612099999999,36.854766999999995,Afghanistan,Kunduz district,2
2013,6,21,Taliban,1,1,68.427897,37.008753999999996,Afghanistan,Kala Zal district,2
2013,6,21,Taliban,19,11,68.429321,36.888175,Afghanistan,Qalae Zal,30
2013,6,21,Taliban,4,0,68.815384,34.964748,Afghanistan,Unknown,4
2013,6,21,Taliban,1,1,71.11898199999999,34.85572,Afghanistan,Chappadarra,2
2013,6,22,Taliban,20,0,65.75738,33.022884999999995,Afghanistan,Shahidi Hassas district,20
2013,6,22,Taliban,3,0,64.53768199999999,35.85635,Afghanistan,Almar district,3
2013,6,23,Taliban,1,1,69.049336,33.004168,Afghanistan,Sar Hawza,2
2013,6,23,Taliban,7,0,66.141526,32.927129,Afghanistan,Chora district,7
2013,6,24,Taliban,3,0,68.864399,36.726057,Afghanistan,Kunduz,3
2013,6,25,Taliban,14,2,69.179387,34.524,Afghanistan,Kabul,16
2013,6,25,Taliban,9,3,65.690575,31.717654,Afghanistan,Arghandab,12
2013,6,24,Taliban,6,0,65.570785,32.640755,Afghanistan,Deh Rahwod,6
2013,6,25,Taliban,1,5,69.019428,33.999601,Afghanistan,Puli Alam,6
2013,6,25,Taliban,1,3,70.266667,34.716667,Afghanistan,Mihtarlam,4
2013,6,26,Taliban,5,1,62.246301,34.301232,Afghanistan,Enjil,6
2013,6,26,Taliban,4,0,69.282074,35.813359000000005,Afghanistan,Unknown,4
2013,6,26,Taliban,4,3,70.759383,34.115545000000004,Afghanistan,Nazyan district,7
2013,6,27,Taliban,5,1,70.211377,34.673594,Afghanistan,Mihtarlam,6
2013,6,27,Taliban,3,4,62.262663,32.495328,Afghanistan,Unknown,7
2013,6,29,Taliban,3,5,62.732388,32.689845,Afghanistan,Bala Buluk district,8
2013,6,29,Taliban,3,4,65.461403,32.625608,Afghanistan,Kakrak,7
2013,7,1,Taliban,4,0,69.117778,36.075556,Afghanistan,Tawah Shakh,4
2013,6,30,Taliban,0,0,62.47976800000001,32.625149,Afghanistan,Bala Buluk district,0
2013,7,1,Taliban,3,0,63.295,33.123056,Afghanistan,Pusht-e-Koh district,3
2013,7,2,Taliban,13,10,69.17170300000001,34.528455,Afghanistan,Kabul,23
2013,7,2,Taliban,4,0,69.170024,36.96468,Afghanistan,Pul-e Ahmad Khan,4
2013,7,3,Taliban,0,6,68.420464,33.551708000000005,Afghanistan,Ghazni,6
2013,7,2,Taliban,0,2,64.963348,32.045642,Afghanistan,Sangin district,2
2013,7,4,Taliban,4,0,64.369167,31.583056,Afghanistan,Lashkar Gah,4
2013,7,4,Taliban,1,1,64.369167,31.583056,Afghanistan,Lashkar Gah,2
2013,7,4,Taliban,16,10,64.28027800000001,35.783056,Afghanistan,Jagdelik,26
2013,7,4,Taliban,1,2,70.90805,35.328571000000004,Afghanistan,Unknown,4
2013,7,4,Taliban,1,2,70.90805,35.328571000000004,Afghanistan,Unknown,4
2013,7,4,Taliban,1,2,70.90805,35.328571000000004,Afghanistan,Unknown,4
2013,7,4,Taliban,1,2,70.90805,35.328571000000004,Afghanistan,Unknown,4
2013,7,5,Taliban,13,5,65.90362900000001,32.666404,Afghanistan,Tarin Kot,18
2013,7,5,Taliban,0,1,64.8375,35.121944,Afghanistan,Jeeran,1
2013,7,4,Taliban,1,2,70.90805,35.328571000000004,Afghanistan,Unknown,4
2013,7,6,Taliban,0,2,64.52499399999999,34.020795,Afghanistan,Shahrak,2
2013,7,8,Taliban,3,1,70.78820999999999,34.263149,Afghanistan,Bati Kot district,4
2013,7,7,Taliban,3,0,68.238534,34.351349,Afghanistan,Unknown,3
2013,7,7,Taliban,2,0,64.337096,35.859004999999996,Afghanistan,Almar district,2
2013,7,9,Taliban,19,7,63.108966,34.272818,Afghanistan,Obe district,26
2013,7,9,Taliban,10,0,65.573044,31.86123,Afghanistan,Khakrez district,10
2013,7,9,Taliban,1,5,65.8475,31.506944,Afghanistan,Kandahar,6
2013,7,9,Taliban,2,2,63.78141,30.550638,Afghanistan,Khanashin,4
2013,7,9,Taliban,1,0,65.90363,32.666404,Afghanistan,Tarin Kot,1
2013,7,9,Taliban,5,6,69.770189,34.289248,Afghanistan,Hisarak district,11
2013,7,9,Taliban,0,0,69.23621899999999,34.933512,Afghanistan,Bagram,0
2013,7,11,Taliban,3,0,64.243576,31.6364,Afghanistan,Nad Ali district,3
2013,7,11,Taliban,2,1,64.243576,31.6364,Afghanistan,Nad Ali district,3
2013,7,12,Taliban,3,0,63.188697999999995,34.374187,Afghanistan,Obe district,3
2013,7,13,Taliban,2,2,69.101444,36.663515999999994,Afghanistan,Khanabad district,4
2013,7,14,Taliban,0,0,62.462339,31.634676000000002,Afghanistan,Aor,0
2013,7,15,Taliban,2,1,69.333129,36.188875,Afghanistan,Burka district,3
2013,7,16,Taliban,3,3,70.447778,34.434166999999995,Afghanistan,Jalalabad,6
2013,7,16,Taliban,1,2,68.748214,36.344997,Afghanistan,Baghlani Jadid district,3
2013,7,17,Taliban,1,0,62.588440000000006,34.484219,Afghanistan,Karukh,1
2013,7,17,Taliban,0,6,69.22429699999999,33.59811,Afghanistan,Gardez,6
2013,7,17,Taliban,0,6,69.22429699999999,33.59811,Afghanistan,Gardez,6
2013,7,17,Taliban,0,0,69.10031,34.214224,Afghanistan,Muhammad Agha,0
2013,7,18,Taliban,8,0,69.019532,33.999938,Afghanistan,Butkhak,8
2013,7,18,Taliban,4,1,68.860336,36.72657,Afghanistan,Kunduz,5
2013,7,18,Taliban,0,3,69.34527800000001,33.693056,Afghanistan,Sarwan Kala,3
2013,7,18,Taliban,2,5,68.855556,35.005278000000004,Afghanistan,Siahgard district,7
2013,7,19,Taliban,0,0,64.83728,35.627753999999996,Afghanistan,Yaka Tut,0
2013,7,19,Taliban,4,4,64.83728,35.627753999999996,Afghanistan,Yaka Tut,8
2013,7,19,Taliban,6,2,64.963348,32.045642,Afghanistan,Sangin district,8
2013,7,19,Taliban,0,3,64.243576,31.6364,Afghanistan,Nad Ali district,3
2013,7,20,Taliban,3,0,65.190731,31.024308,Afghanistan,Panjwai district,3
2013,7,20,Taliban,2,4,65.689628,31.705032,Afghanistan,Arghandab district,6
2013,7,20,Taliban,0,5,66.141526,30.869040999999996,Afghanistan,Spin Boldak district,5
2013,7,20,Taliban,2,2,70.784515,34.266864,Afghanistan,Bati Kot district,4
2013,7,20,Taliban,2,0,64.895325,34.098159,Afghanistan,Pasawand,2
